"Clave"	"Nombre.x"	"X1994.Consultas.por.médico"	"X1994.Consultas.por.unidad.médica"	"X1994.Médicos.por.unidad.médica"	"X1995.Consultas.por.médico"	"X1995.Consultas.por.unidad.médica"	"X1995.Médicos.por.unidad.médica"	"X1996.Consultas.por.médico"	"X1996.Consultas.por.unidad.médica"	"X1996.Médicos.por.unidad.médica"	"X1997.Consultas.por.médico"	"X1997.Consultas.por.unidad.médica"	"X1997.Médicos.por.unidad.médica"	"X1998.Consultas.por.médico"	"X1998.Consultas.por.unidad.médica"	"X1998.Médicos.por.unidad.médica"	"X1999.Consultas.por.médico"	"X1999..Consultas.por.unidad.médica"	"X1999.Médicos.por.unidad.médica"	"X2000.Consultas.por.médico"	"X2000.Consultas.por.unidad.médica"	"X2000.Médicos.por.unidad.médica"	"X2001.Consultas.por.médico"	"X2001.Consultas.por.unidad.médica"	"X2001.Médicos.por.unidad.médica"	"X2002.Consultas.por.médico"	"X2002.Consultas.por.unidad.médica"	"X2002.Médicos.por.unidad.médica"	"X2003.Consultas.por.médico"	"X2003.Consultas.por.unidad.médica"	"X2003.Médicos.por.unidad.médica"	"X2004.Consultas.por.médico"	"X2004.Consultas.por.unidad.médica"	"X2004.Médicos.por.unidad.médica"	"X2005.Consultas.por.médico"	"X2005.Consultas.por.unidad.médica"	"X2005.Médicos.por.unidad.médica"	"X2006.Consultas.por.médico"	"X2006.Consultas.por.unidad.médica"	"X2006.Médicos.por.unidad.médica"	"X2007.Consultas.por.médico"	"X2007.Consultas.por.unidad.médica"	"X2007.Médicos.por.unidad.médica"	"X2008.Consultas.por.médico"	"X2008.Consultas.por.unidad.médica"	"X2008.Médicos.por.unidad.médica"	"X2009.Consultas.por.médico"	"X2009.Consultas.por.unidad.médica"	"X2009.Médicos.por.unidad.médica"	"X2010.Consultas.por.médico"	"X2010.Consultas.por.unidad.médica"	"X2010.Médicos.por.unidad.médica"
"477"	13030	"Ixmiquilpan"	1428.1	7276.3	5.1	1646.3	8149.1	5	1579	7744.5	4.9	1686.2	8110	4.8	1940.2	10347.7	5.3	1987	10194.1	5.1	1624.8	8811.2	5.4	1751.4	10228	5.8	1592.1	10380.5	6.5	1551.8	9609.2	6.2	1590.7	9360.8	5.9	1584.1	8576.1	5.4	1517.8	8949.7	5.9	1545.2	9217.9	6	1338.1	9411	7	1338	9539	7.1	1337.4	9879.9	7.4
"478"	13031	"Jacala de Ledezma"	1146.2	1528.2	1.3	1637.8	1786.6	1.1	1827.2	2159.5	1.2	1531.4	2227.5	1.5	1985	3374.5	1.7	2678.9	3750.5	1.4	1373.7	3371.9	2.5	1496.9	4082.5	2.7	1415.7	3732.3	2.6	1546	3935.4	2.5	874.8	3499.2	4	1263.3	5053.2	4	1382.1	5151.6	3.7	1726.4	6591.5	3.8	1738.1	5586.7	3.2	1971.2	6368.6	3.2	1897.7	5839	3.1
"479"	13032	"Jaltocán"	3097.8	4130.3	1.3	1277.3	2554.7	2	1761.2	3522.3	2	1638.5	5461.7	3.3	3007	12028	4	3543.7	15356	4.3	4286	15715.3	3.7	4416.3	13249	3	3866.1	11598.3	3	3715.2	12384	3.3	3588.9	14355.7	4	3509.2	14037	4	3651	12170	3.3	2971.7	11886.7	4	2688.1	6451.4	2.4	2436.8	8528.8	3.5	2692.3	10096.3	3.8
"480"	13033	"Juárez Hidalgo"	1010	1010	1	1482	1482	1	1852	1852	1	2376.3	2376.3	1	2426.5	3235.3	1.3	3488	3488	1	3718.7	3718.7	1	3363.7	3363.7	1	3320	3320	1	2643	2643	1	4195	4195	1	3960.3	3960.3	1	3136.8	3136.8	1	3369	3369	1	3206	3206	1	3437.5	3437.5	1	2849.8	2849.8	1
"481"	13034	"Lolotla"	1726.9	1535	0.9	2076	1384	0.7	2420.3	1613.6	0.7	1452.8	1937	1.3	1297.7	2739.7	2.1	2347.7	3912.9	1.7	3120.4	5200.7	1.7	2982.9	5302.9	1.8	3096.8	5161.3	1.7	3063.3	5105.6	1.7	4082.9	6804.9	1.7	3611.8	6019.7	1.7	3023	5374.2	1.8	3360.9	5974.9	1.8	3263	5800.9	1.8	3077.8	5471.7	1.8	3599.6	5199.4	1.4
"482"	13035	"Metepec"	2328.4	15523	6.7	2189.6	17516.7	8	2366.3	18930.7	8	2583.4	20667	8	2164.9	27422	12.7	1857.6	24148.7	13	1835.9	23867	13	2209.3	28721.3	13	1929.5	24440.7	12.7	1567.8	20382	13	1567.1	20371.7	13	1524.3	19815.7	13	1650	21999.3	13.3	1376.7	18814.7	13.7	1505.9	20580.7	13.7	1424.3	19465.7	13.7	1474.3	20148.7	13.7
"483"	13036	"San Agustín Metzquititlán"	1161	1741.5	1.5	930.3	1395.5	1.5	914.2	1462.8	1.6	878	1580.4	1.8	1294.4	2330	1.8	1597.9	3195.8	2	1983.3	3966.6	2	1847.3	4064	2.2	2117.7	3811.8	1.8	1507.4	3014.8	2	2106.5	4213	2	1988.9	3977.8	2	1815.8	4721	2.6	2383.9	6198.2	2.6	2768.5	5537	2	3067.5	6135	2	2746.5	5493	2
"484"	13037	"Metztitlán"	1899.9	1607.6	0.8	3265.3	1507.1	0.5	1690.6	1569.9	0.9	1482.4	1906	1.3	1472.3	2944.6	2	2455	4033.3	1.6	2419.7	3975.1	1.6	1703.4	3650.1	2.1	3098	3761.9	1.2	2933.6	3562.2	1.2	2111.3	3770.1	1.8	2104.6	3758.1	1.8	1927.6	3717.6	1.9	2304.2	4608.4	2	2903.9	3629.9	1.2	3252.4	4268.8	1.3	3043.1	3994.1	1.3
"485"	13038	"Mineral del Chico"	2093	837.2	0.4	2315	926	0.4	1404.8	1404.8	1	1603.4	1603.4	1	2458.5	1966.8	0.8	2449.4	3919	1.6	2241.1	4034	1.8	1501.7	3003.4	2	1698.7	3057.6	1.8	1788.9	3577.8	2	3577.2	5723.6	1.6	4597.1	7355.4	1.6	2719.7	7071.2	2.6	2622	6817.2	2.6	5207.8	5951.7	1.1	6728.4	7689.6	1.1	4098.8	7612.1	1.9
"486"	13039	"Mineral del Monte"	2362.8	9451	4	2105.6	10528	5	2358.3	11791.3	5	2654.2	11501.3	4.3	4033	12099	3	2499.1	12495.7	5	2558.8	12794	5	2798.8	11195.3	4	2884.1	13459	4.7	3208.5	14973	4.7	2824.1	13179.3	4.7	2751.8	12841.7	4.7	2395.5	11977.7	5	2486.3	13260.3	5.3	2868.4	11473.8	4	3643.7	14574.8	4	3629.6	14518.5	4
"487"	13040	"La Misión"	2151.8	1721.4	0.8	1608	1608	1	1180.1	2124.2	1.8	1351.2	2972.6	2.2	1673	4349.8	2.6	3210.5	5136.8	1.6	2739.8	5479.6	2	3316.2	6632.4	2	3990.1	6384.2	1.6	2849.3	5128.8	1.8	3009.3	5416.8	1.8	2788.8	5019.8	1.8	2830.9	6228	2.2	3168.5	6970.6	2.2	3148.4	3148.4	1	2532.7	3545.8	1.4	2643.4	3436.4	1.3
"488"	13041	"Mixquiahuala de Juárez"	2680.7	3899.2	1.5	2678.8	5134.3	1.9	2861.7	5723.3	2	3383.3	6202.7	1.8	4412.2	6618.3	1.5	3894.7	7464.8	1.9	3765.2	8158	2.2	4161.5	9016.6	2.2	2587.1	8358.2	3.2	2426.7	9706.6	4	2279.4	10695.5	4.7	2866.6	13891.8	4.8	2179	12738.9	5.8	2311.5	12980	5.6	2329.9	13621.1	5.8	2213.8	14134.1	6.4	2169.2	13515.9	6.2
"489"	13042	"Molango de Escamilla"	1177.7	2208.2	1.9	1663.8	2703.8	1.6	1668.4	3128.2	1.9	1071.8	2977.3	2.8	1256.3	3908.4	3.1	1538.9	4445.8	2.9	1699.2	4720	2.8	1641.2	4741.2	2.9	2426.4	4852.8	2	2040	4533.3	2.2	1986.4	5076.4	2.6	1945.5	4971.8	2.6	1967.8	4591.6	2.3	2304.5	5377.2	2.3	2185.5	4589.6	2.1	2566.9	4877.2	1.9	2583.8	4909.2	1.9
"490"	13043	"Nicolás Flores"	919	735.2	0.8	1586.2	1269	0.8	1346.4	1178.1	0.9	788	1313.3	1.7	1197	1995	1.7	1378.5	2144.3	1.6	1727.9	2687.8	1.6	1575.1	2275.1	1.4	1802	2402.7	1.3	2282.8	2536.4	1.1	1261.4	2382.6	1.9	1393.8	2632.7	1.9	1279.5	2274.7	1.8	1653.1	2755.2	1.7	1526.9	2082.2	1.4	1571.4	2285.6	1.5	1762.7	2403.7	1.4
"491"	13044	"Nopala de Villagrán"	1828.9	1828.9	1	2079.4	1819.5	0.9	1559.6	1754.5	1.1	1378.8	1723.5	1.2	2533.5	2533.5	1	2068.1	3102.1	1.5	1933	3382.8	1.8	2229.7	4180.8	1.9	2464.5	4004.9	1.6	2520.2	4095.2	1.6	2840.4	4970.8	1.8	3723.1	6515.4	1.8	3608.4	7216.8	2	4131.1	6713	1.6	3805.2	5496.3	1.4	3520.1	5632.2	1.6	3647	5470.5	1.5
"492"	13045	"Omitlán de Juárez"	1889.3	1889.3	1	1404	1872	1.3	3164.7	3164.7	1	2079.2	2772.3	1.3	2416.5	3222	1.3	1823.8	5471.3	3	1768.1	4715	2.7	1697.8	4527.3	2.7	1768.6	5305.7	3	1694.8	5084.3	3	2487.2	4974.3	2	3070.7	6141.3	2	2012.6	6037.7	3	1867.4	6847	3.7	1361	3402.5	2.5	2186.9	5467.3	2.5	3277.6	6555.2	2
"493"	13046	"San Felipe Orizatlán"	2465.1	2465.1	1	2680.4	2924.1	1.1	2559.9	3258	1.3	1976.8	3459.4	1.8	3687.9	7068.4	1.9	4960.5	9507.6	1.9	4380.4	9125.8	2.1	4137.8	7980.1	1.9	4436.6	7922.5	1.8	4365.9	8419.9	1.9	4828.1	9656.2	2	5084.6	10169.1	2	4311	9237.9	2.1	4791.7	8898.9	1.9	4551.9	6468.5	1.4	4591.1	6427.6	1.4	4177	6595.2	1.6
"494"	13047	"Pacula"	1721.5	1721.5	1	1677	1677	1	1085.8	2171.5	2	1065.1	3728	3.5	1776.4	3997	2.2	3016.2	4524.2	1.5	2206.5	4413	2	1917.3	4793.2	2.5	1941.7	4854.2	2.5	2319.5	4639	2	2629.6	4601.8	1.8	2389.6	4181.8	1.8	2190.6	4381.2	2	2511.8	5023.5	2	2804.9	3739.8	1.3	3095.6	4127.5	1.3	2660.9	3991.3	1.5
"495"	13048	"Pachuca de Soto"	885.2	37387.2	42.2	1060.3	37669.1	35.5	1045	37043.6	35.4	1148.4	37075.6	32.3	1010.2	37238.6	36.9	952	39594.7	41.6	957.9	36937.8	38.6	1102.5	36129.7	32.8	1234.1	36703.1	29.7	1146.9	37520.1	32.7	1037.4	32506.5	31.3	1346.5	38137.8	28.3	1194.7	39952.3	33.4	1136.3	41815.4	36.8	1275.7	43018.6	33.7	1079.2	39171.9	36.3	1154.4	41090.3	35.6
"496"	13049	"Pisaflores"	1512	1512	1	1872.4	1456.3	0.8	1397.7	1863.6	1.3	1397.1	2483.8	1.8	1720.6	3058.9	1.8	3728	4970.7	1.3	2531.7	4219.6	1.7	3200	5333.3	1.7	3247.1	5411.9	1.7	3255	5425	1.7	3002.9	5672.1	1.9	2851.7	5386.6	1.9	3855.7	6426.1	1.7	4311.1	7185.1	1.7	3480.2	4176.2	1.2	3057.5	4586.2	1.5	2806.3	4409.9	1.6
"497"	13050	"Progreso de Obregón"	1397.9	4892.5	3.5	2172.8	5432	2.5	3899	7798	2	1762.3	7930.5	4.5	1827.7	8224.5	4.5	3107	9321	3	2447.1	11012	4.5	1807.5	9941.5	5.5	2118.6	10593	5	1729.3	9511	5.5	1796.3	9879.5	5.5	2140.3	11771.5	5.5	1538.3	10768	7	2274.8	14786.5	6.5	2239.9	15679.5	7	2520.6	17644	7	2522.2	16394.5	6.5
"498"	13051	"Mineral de la Reforma"	919	1838	2	1960	1960	1	1767	1767	1	1422.4	3556	2.5	617.5	2264.3	3.7	1391.4	5101.7	3.7	1919.3	4318.5	2.2	1996.1	4491.2	2.2	1996.9	3661	1.8	1762.2	4993	2.8	1865.4	5596.2	3	2245.9	6737.7	3	1989.8	7296	3.7	2612	10883.3	4.2	3880.4	11086.7	2.9	4459.6	12741.7	2.9	2024.1	10987.7	5.4
"499"	13052	"San Agustín Tlaxiaca"	1307	1960.5	1.5	1738.8	2608.2	1.5	1840.2	2453.7	1.3	1358.7	1585.2	1.2	1314.5	1752.7	1.3	1707	3983	2.3	2187.2	4374.3	2	2720.8	5895.2	2.2	2450.6	4901.2	2	1735.3	5784.3	3.3	1971.6	8214.8	4.2	2051.1	8546.2	4.2	2115.3	7756.2	3.7	2321.5	9286	4	2384.9	6856.5	2.9	2536.2	7608.6	3	2477.1	6812	2.8
"500"	13053	"San Bartolo Tutotepec"	1589.3	1444.8	0.9	2007.6	1840.3	0.9	1461	1826.2	1.2	2129	4451.6	2.1	2257.7	4720.5	2.1	1687.7	5216.5	3.1	2659.1	7090.8	2.7	2645.6	7716.3	2.9	2851.1	7603	2.7	2460.1	6560.3	2.7	2895.9	6515.8	2.2	2990.6	6728.8	2.2	2431.2	6685.9	2.8	1740	6670	3.8	1788.7	3302.2	1.8	1638.4	3704.2	2.3	1760	3593.3	2
"501"	13054	"San Salvador"	1402.5	1542.7	1.1	1987.4	1788.7	0.9	2000.2	2000.2	1	1792.9	1972.2	1.1	1900.8	2471	1.3	1965.9	2859.5	1.5	2018.6	2859.7	1.4	2334.3	3052.5	1.3	2846.8	3722.7	1.3	2225.8	3595.5	1.6	2337.7	3776.2	1.6	2589.5	4183	1.6	2831	4791	1.7	2457.7	4348.2	1.8	2594.3	4262	1.6	3106.1	5102.9	1.6	2800.2	4400.3	1.6
"502"	13055	"Santiago de Anaya"	2407.9	2106.9	0.9	3618.6	2261.6	0.6	2284.8	2284.8	1	2335.6	2043.6	0.9	2356.1	2945.1	1.2	2907.8	4361.6	1.5	2286.5	3556.8	1.6	2245	3741.7	1.7	2684.8	4176.3	1.6	2268.1	4788.2	2.1	2404	5075.1	2.1	2507.4	5293.4	2.1	3094.6	5845.4	1.9	2665.5	6219.6	2.3	3028.5	6662.8	2.2	3030.9	6668	2.2	2809.5	6180.9	2.2
"503"	13056	"Santiago Tulantepec de Lugo Guerrero"	1722.6	6459.8	3.8	2096	8384	4	2405.1	9019.2	3.8	2484.9	8697	3.5	3360.6	9241.8	2.8	3730.1	11190.2	3	3770.7	9049.6	2.4	3931.5	9435.6	2.4	4170	10842	2.6	3021.8	10878.6	3.6	2615.2	8891.8	3.4	2980.7	8942.2	3	2777.6	8795.7	3.2	2923.1	9256.5	3.2	2908.7	9695.7	3.3	2869.7	10044	3.5	2835.1	9922.8	3.5
"504"	13057	"Singuilucan"	2122.8	1698.2	0.8	2800.5	2240.4	0.8	4099.2	3279.4	0.8	2013.5	3221.6	1.6	2296.4	4133.6	1.8	2923.7	5847.4	2	3438.6	7565	2.2	3395.1	6790.2	2	3007.8	6015.5	2	3137.1	6274.2	2	3596.3	6593.2	1.8	4556	8352.7	1.8	4854.4	8899.7	1.8	4466.8	8189.2	1.8	3782.4	5463.4	1.4	3572.4	5557.1	1.6	2807.4	4912.9	1.8
"505"	13058	"Tasquillo"	1978	1483.5	0.8	1861.9	1629.1	0.9	2029.7	1522.2	0.8	1788.3	1564.8	0.9	1996.1	2245.6	1.1	2442.7	3664	1.5	2873.3	3950.8	1.4	2774.2	4161.4	1.5	2903.8	3549.1	1.2	2286.4	3810.7	1.7	2177.6	3387.3	1.6	2340.1	3640.1	1.6	2471.5	3844.6	1.6	2530.6	4217.7	1.7	2188.4	3501.5	1.6	2584.3	3876.5	1.5	2337.2	3973.2	1.7
"506"	13059	"Tecozautla"	2263.2	2263.2	1	2545.2	1908.9	0.8	2163.4	1983.1	0.9	2356.2	1963.5	0.8	2511.8	2511.8	1	2047.4	3241.8	1.6	3007.1	4260	1.4	3295.6	4668.8	1.4	3619.7	4826.2	1.3	3206.3	4809.4	1.5	3486.7	5520.6	1.6	3894.2	6165.8	1.6	4161.7	6589.3	1.6	3181.9	5629.5	1.8	3934.4	5620.6	1.4	3400.6	5313.5	1.6	3614.6	5196	1.4
"507"	13060	"Tenango de Doria"	1807.3	2168.8	1.2	2365	2365	1	2571.5	2805.3	1.1	2052.3	2798.5	1.4	2567.2	3734.1	1.5	2859.9	3899.9	1.4	2602.7	4259	1.6	2410.5	4382.7	1.8	2931.1	4529.8	1.5	2067.3	3946.7	1.9	1934.5	3869	2	2078.2	4156.5	2	2436.7	4873.5	2	2672.1	5344.3	2	2771.3	4238.5	1.5	2622.7	4308.6	1.6	3040.4	4995	1.6
"508"	13061	"Tepeapulco"	1717.9	18896.8	11	1654.7	20592	12.4	1742.2	21680.4	12.4	1847.3	22577.8	12.2	2313.9	23138.8	10	1916.2	23845.7	12.4	1902.9	24103.1	12.7	2386.2	24126.7	10.1	2926.7	26340.1	9	2815	25616.3	9.1	2052.1	18673.8	9.1	2957.8	26916.3	9.1	2829.7	26316.6	9.3	2765.5	24386.6	8.8	2779.9	22934.1	8.2	2223.3	17600.9	7.9	2146	17525.8	8.2
"509"	13062	"Tepehuacán de Guerrero"	2520.9	1470.5	0.6	3004.7	1617.9	0.5	2585.1	1895.7	0.7	2540.8	2202.1	0.9	2202.8	3083.9	1.4	3111.8	4278.7	1.4	3559.3	4815.5	1.4	3085.6	4356.1	1.4	3325.9	4249.7	1.3	3678.7	4291.8	1.2	3551.3	4804.6	1.4	3540.7	4790.3	1.4	3359	4544.5	1.4	3751.4	5075.4	1.4	3382.3	4117.6	1.2	3450.1	5266	1.5	3522.7	4820.5	1.4
"510"	13063	"Tepeji del Río de Ocampo"	1728.9	15128	8.8	1758.5	16485.6	9.4	1767.8	17015.2	9.6	1864.7	17714.8	9.5	1826.4	16437.6	9	1881.3	18186.3	9.7	1827.5	16630.4	9.1	2447.1	16640	6.8	2528	17190.1	6.8	2519.8	16882.6	6.7	2019.2	17566.8	8.7	2775.4	24146.1	8.7	2789.8	23713	8.5	2917.4	24798.3	8.5	2770.7	20549	7.4	2187.8	16408.3	7.5	2190.6	16429.6	7.5
"511"	13064	"Tepetitlán"	2240	1344	0.6	1780.2	1424.2	0.8	1623.2	1623.2	1	1441	1441	1	1860.7	2232.8	1.2	2911	2911	1	2208.7	3092.2	1.4	2024.3	2834	1.4	3563.2	3563.2	1	2157.9	3452.6	1.6	1473.5	3536.4	2.4	1746.3	4191.2	2.4	3874	5423.6	1.4	3101.1	4341.6	1.4	2655.9	3983.8	1.5	3102.6	4653.8	1.5	2779.6	4632.7	1.7
"512"	13065	"Tetepango"	2750	2750	1	1544.5	3089	2	1570	3140	2	1633	3266	2	1374	2748	2	1369	2738	2	1233.3	1850	1.5	1930.3	2895.5	1.5	3349.5	3349.5	1	1823	2734.5	1.5	868.8	2606.5	3	2074.8	6224.5	3	4630.2	9260.5	2	3047.8	7619.5	2.5	2779.6	6949	2.5	2895.7	8687	3	3701.2	11103.5	3
"513"	13066	"Villa de Tezontepec"	1354	8124	6	1771.8	8859	5	1738	12166	7	2155.7	12934	6	1680.6	13445	8	2104.4	14731	7	2810.8	22486	8	2960.8	13323.5	4.5	3866.8	15467	4	2545.5	12727.5	5	1736.6	13892.5	8	1935.2	15481.5	8	2583.3	15500	6	2628.7	15772	6	1262.2	16409	13	2764.5	15204.5	5.5	2572.3	15433.5	6
"514"	13067	"Tezontepec de Aldama"	2255.1	1578.6	0.7	2789.3	1952.5	0.7	2209.9	1988.9	0.9	3606	2163.6	0.6	2412.9	2654.2	1.1	3193.1	5109	1.6	2945.5	3829.1	1.3	3116	4050.8	1.3	3888.2	4665.8	1.2	3354.4	4360.7	1.3	2046	4277.9	2.1	2745	5489.9	2	3351.4	5865	1.8	2813.9	4924.3	1.8	4312.6	4672	1.1	2188.1	4923.3	2.2	2538.1	4864.8	1.9
"515"	13068	"Tianguistengo"	1760.1	1600.1	0.9	1600.8	1734.2	1.1	1696.2	1696.2	1	1779.9	1916.8	1.1	1503.1	2428.1	1.6	2184.3	3192.5	1.5	2314.9	3561.4	1.5	2501.4	3848.3	1.5	2786.2	3643.5	1.3	2119.4	3097.6	1.5	2427.4	4045.7	1.7	2533.2	4222	1.7	2362.3	3740.2	1.6	2636.3	4174.2	1.6	2632.5	3334.5	1.3	2401.3	3041.6	1.3	2880.9	3265.1	1.1
"516"	13069	"Tizayuca"	2373.4	18987.5	8	2913.8	16899.8	5.8	2930.7	18170.6	6.2	2637.1	19514.6	7.4	2730.1	16380.8	6	2298.5	15706.2	6.8	2383.4	13108.5	5.5	1929.2	13890.4	7.2	2286	17526.3	7.7	2181	18659.9	8.6	3854.4	20556.7	5.3	4937	23203.9	4.7	4231.7	24449.9	5.8	4649.3	25829.6	5.6	2646.3	27786.2	10.5	2162	23512.1	10.9	2227.2	24221.3	10.9
"517"	13070	"Tlahuelilpan"	1891	1891	1	1914	2871	1.5	1371.7	2057.5	1.5	2347.3	3521	1.5	2149.3	3224	1.5	3315	4972.5	1.5	2586.8	3449	1.3	3162.5	4216.7	1.3	2922.8	4871.3	1.7	2899.8	4833	1.7	2811.9	6561	2.3	3219	5633.2	1.8	2570.2	5140.5	2	3239.4	6478.8	2	2554.3	6385.8	2.5	3573.6	8040.5	2.2	4088.7	10221.8	2.5
"518"	13071	"Tlahuiltepa"	1732.8	1260.2	0.7	1567.8	1425.3	0.9	1928.1	1606.8	0.8	1647.2	1784.4	1.1	1625.6	2573.9	1.6	2048.8	3243.9	1.6	2303.2	3262.9	1.4	2268.6	3402.9	1.5	2382.9	3375.8	1.4	2137.8	3498.3	1.6	2457.1	3350.6	1.4	2487.3	3391.7	1.4	2028.3	3503.5	1.7	2244.5	3876.8	1.7	2757.4	3125	1.1	2857.9	3238.9	1.1	2758.9	3126.8	1.1
"519"	13072	"Tlanalapa"	1888.4	4721	2.5	3182.7	4774	1.5	2758	4137	1.5	2267.5	4535	2	1922.2	5766.5	3	3083.6	7709	2.5	2414.5	7243.5	3	2438.2	7314.5	3	2598.2	6495.5	2.5	3099.2	7748	2.5	3979	7958	2	3757.5	7515	2	4010.3	6015.5	1.5	3226.2	8065.5	2.5	2613.7	9148	3.5	2847.1	12812	4.5	4016.6	14058	3.5
"520"	13073	"Tlanchinol"	2734.4	1988.6	0.7	2609.6	1897.9	0.7	2821.7	2586.6	0.9	1866.6	2613.3	1.4	2330.4	3417.9	1.5	2889.2	4237.5	1.5	3532	4856.4	1.4	3085.1	4221.7	1.4	3996.5	4627.6	1.2	3883.4	4700.9	1.2	3552.3	4861	1.4	3928	5375.2	1.4	1851.6	5740	3.1	2059.2	7001.2	3.4	1858.3	5797.8	3.1	1923.1	6009.8	3.1	2042.4	5957.1	2.9
"521"	13074	"Tlaxcoapan"	3224.1	11606.6	3.6	2750.8	9902.8	3.6	2650.8	10073.2	3.8	3094.8	9903.4	3.2	4027.3	9665.6	2.4	3377.5	10132.4	3	3293.1	9879.4	3	4254.9	10211.8	2.4	5750.7	13801.6	2.4	5144.2	14403.8	2.8	2800.1	10267.2	3.7	3363.9	12334.3	3.7	3259.1	10863.7	3.3	3134.3	10447.7	3.3	2885.3	11060.2	3.8	2987.1	11948.5	4	2944.7	12760.3	4.3
"522"	13075	"Tolcayuca"	1162.5	5812.7	5	1108	7386.7	6.7	1064.4	10644.3	10	1267.4	11406.7	9	1121.5	11215.3	10	1122.2	10099.7	9	1517.4	15173.7	10	571.4	5523.3	9.7	2194	18283.7	8.3	2080.9	20809	10	1720.6	17779.3	10.3	1729.2	17868.7	10.3	1902.2	18387.7	9.7	2994.2	38925	13	3467.5	46233.3	13.3	2393.4	32709.7	13.7	2311.6	31592	13.7
"523"	13076	"Tula de Allende"	1316.7	12386.4	9.4	1270.9	10955.7	8.6	1280.5	10906.2	8.5	1363.1	11985.9	8.8	1613.9	11355	7	1677	12637.6	7.5	1664.2	12600.2	7.6	1677.4	12580.3	7.5	1904.4	13467.2	7.1	1773.6	12858.3	7.2	1062	8716.1	8.2	1886.8	17053.5	9	2314.6	18783.8	8.1	1900.6	18794.5	9.9	1881.8	17675.7	9.4	1769.5	15984.3	9	1643.2	15001.3	9.1
"524"	13077	"Tulancingo de Bravo"	1418.7	25253.4	17.8	1576.6	24366	15.5	1484.6	24023.4	16.2	1595.9	26840.6	16.8	1730.1	24798	14.3	1882	27758.9	14.8	1828.8	26166.6	14.3	1822.8	27062.2	14.8	1826.4	27115.5	14.8	1707.6	27978.5	16.4	1602.2	28716.5	17.9	1918.6	32890	17.1	1934.5	33301.3	17.2	2039.6	32633.3	16	1878.7	26823.4	14.3	1821.7	25611.1	14.1	1586.2	24446.6	15.4
"525"	13078	"Xochiatipan"	1932.3	1449.2	0.8	2942.8	1681.6	0.6	2315.9	2315.9	1	2444.6	2173	0.9	2639.1	3225.6	1.2	2992.3	4654.7	1.6	4532.7	5036.3	1.1	4935.5	4935.5	1	4450.3	5933.8	1.3	4732.1	5783.7	1.2	4903.2	6537.6	1.3	5538.2	7384.2	1.3	5255.2	7590.9	1.4	5604.5	8095.3	1.4	5676.8	6192.8	1.1	5981.9	7776.5	1.3	5329.6	6928.5	1.3
"526"	13079	"Xochicoatlán"	994.5	1193.4	1.2	1237	1484.4	1.2	1706.4	1706.4	1	1378.7	1608.5	1.2	1653.3	2755.5	1.7	2242.6	3363.8	1.5	2566.4	3421.8	1.3	2356.3	3534.5	1.5	2658.4	3544.5	1.3	2320.8	3868	1.7	2520.8	4621.5	1.8	2487	4559.5	1.8	2264.9	4529.8	2	2606	5212	2	2382.4	4084.1	1.7	2294.2	3932.9	1.7	2002	3718	1.9
"527"	13080	"Yahualica"	2372.2	2372.2	1	1861.6	2327	1.2	2179.4	2724.2	1.2	2286.6	2286.6	1	2225.5	4005.9	1.8	4438.1	7101	1.6	4299.6	6879.4	1.6	4088.8	5575.6	1.4	4497.1	5723.5	1.3	3628.4	6267.2	1.7	5008.9	7285.7	1.5	5035.2	7324	1.5	4983.7	7702.1	1.5	4461.2	7705.7	1.7	3809.6	6926.5	1.8	3640.9	7281.8	2	3700.8	7093.3	1.9
"528"	13081	"Zacualtipán de Ángeles"	1149.7	7555.3	6.6	1618.7	9712.4	6	1974.1	10998.7	5.6	2305.2	10373.2	4.5	2056.2	13622.2	6.6	2487.1	13989.9	5.6	2454.9	14729.1	6	2755.9	15157.6	5.5	3155.1	14592.1	4.6	2467.6	12954.9	5.2	2350.6	11753	5	2340.9	11704.6	5	2098.5	12066.1	5.8	2299.6	13222.9	5.8	2124.3	10857.7	5.1	2158.4	11271.6	5.2	2412.1	12596.4	5.2
"529"	13082	"Zapotlán de Juárez"	1283	1603.8	1.2	2019.5	2019.5	1	1568.1	2744.2	1.8	2197	2746.2	1.2	2134.3	3735	1.8	1525.7	4577	3	2482	4964	2	2469.9	4939.8	2	1990.3	4975.8	2.5	1945.2	5835.5	3	2117.8	6882.8	3.2	2486.4	8080.8	3.2	2040.9	7143.2	3.5	2715.8	8826.5	3.2	2531.9	8861.8	3.5	2234	9494.5	4.2	2287.3	9721	4.3
"530"	13083	"Zempoala"	1340.3	1489.2	1.1	2131.8	2131.8	1	2753	2753	1	2724.5	3329.9	1.2	2642.9	3523.9	1.3	3075	4996.9	1.6	3541.2	5754.4	1.6	3271.8	5725.6	1.8	3395.1	5941.5	1.8	3152.4	6698.9	2.1	4305.8	7535.1	1.8	4398.4	7697.2	1.8	4095.5	6655.2	1.6	3402.8	6380.2	1.9	3252.4	6143.4	1.9	3271.6	6543.1	2	2870.8	6060.7	2.1
