Clave	Nombre	Pop over 5, 1995	Sabe leer y escribir	No sabe leer y escribir	No especificado en condición para leer y escribir	Población over 4, 1995	Asiste	No asiste	No especificado en asistencia escolar	Education level (over 4)	Sin escolaridad a/	Preescolar	Primaria b/	Con instrucción posprimaria	No especificado en nivel de escolaridad	With college degree (over 18)	with graduate studies (over 18)	Average education level (14 or more)	Población de 5 y más años por condición de habla indígena	Habla lengua indígena	No habla lengua indígena	No especificado	Pop over 5, 2000	Sabe leer y escribir 2	No sabe leer y escribir 2	No especificado en condición para leer y escribir 2	Pop over 4	Asiste2	No asiste 2	No especificado en asistencia escolar 2	Población over 4	Sin escolaridad a/ 2	Preescolar2	Primaria b/ 2	Con instrucción posprimaria 2	No especificado en nivel de escolaridad 2	With college degree (over 18) 2	with graduate studies (over 18) 2	Average education level (14 or more) 2	Población de 5 y más años por condición de habla indígena 2	Habla lengua indígena 2	No habla lengua indígena 2	No especificado 2	Pop over 5, 2005	Sabe leer y escribir 3	No sabe leer y escribir 3	No especificado en condición para leer y escribir 3	Pop over 4 2	Asiste3	No asiste 3	No especificado en asistencia escolar 3	Población over 4 2	Sin escolaridad a/ 3	Preescolar3	Primaria b/ 3	Con instrucción posprimaria 3	No especificado en nivel de escolaridad 3	With college degree (over 18) 3	with graduate studies (over 18) 3	Average education level (14 or more) 3	Población de 5 y más años por condición de habla indígena 3	Habla lengua indígena 3	No habla lengua indígena 3	No especificado 3	Pop over 5, 2010	Sabe leer y escribir 4	No sabe leer y escribir 4	No especificado en condición para leer y escribir 4	Pop over 4 3	Asiste4	No asiste 4	No especificado en asistencia escolar 4	Población over 4 3	Sin escolaridad a/ 4	Preescolar4	Primaria b/ 4	Con instrucción posprimaria 4	No especificado en nivel de escolaridad 4	With college degree (over 18) 4	with graduate studies (over 18) 4	Average education level (14 or more) 4	Población de 5 y más años por condición de habla indígena 4	Habla lengua indígena 4	No habla lengua indígena 4	No especificado 4
1001	Aguascalientes	495041	466835	27631	575	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	509754	599	507762	1393	548220	523635	24012	573	563760	190247	370874	2639	563760	25340	26741	230856	276067	4756	55573	3915	8.7	563760	1006	560498	2256	619477	592855	24806	1816	635311	214633	416162	4516	635311	20361	25977	226904	351835	10234	77112	6303	9.3	635311	1958	629675	3678	700940	670712	25234	4994	717057	231177	482518	3362	717057	21711	35733	227232	429646	2735	98749	10648	9.8	717057	1752	713928	1377
1002	Asientos	29598	26597	2983	18	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	30621	6	30510	105	31208	28661	2500	47	32307	10664	21399	244	32307	2175	1705	18837	9333	257	381	44	6	32307	10	32151	146	34068	31332	2623	113	35211	11825	23079	307	35211	1785	1661	18005	12997	763	698	37	6.7	35211	75	34873	263	39078	36155	2493	430	40174	13122	26809	243	40174	1769	2425	18308	17437	235	954	65	7.3	40174	46	39977	151
1003	Calvillo	43502	39487	3930	85	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	44901	46	44641	214	42860	39148	3641	71	44264	13684	30305	275	44264	3893	2241	26663	10878	589	666	48	5.7	44264	56	43971	237	43087	39359	3681	47	44324	14059	30075	190	44324	3262	1991	23870	14523	678	1103	58	6.3	44324	124	44048	152	47088	43771	3065	252	48273	14339	33810	124	48273	3002	2483	23581	19056	151	1496	148	6.9	48273	95	48081	97
1004	Cosío	10041	9335	682	24	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	10351	2	10267	82	10452	9718	707	27	10812	3536	7152	124	10812	618	569	5918	3604	103	286	5	6.6	10812	4	10718	90	11549	10694	846	9	11894	4148	7629	117	11894	557	549	5724	4826	238	426	24	7.1	11894	21	11757	116	13029	12138	649	242	13378	4624	8625	129	13378	455	773	5628	6473	49	577	28	7.8	13378	16	13337	25
1005	Jesús María	44418	40003	4391	24	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	46138	19	46047	72	52463	48458	3911	94	54334	17782	36264	288	54334	4040	3008	29700	17036	550	1608	135	6.6	54334	70	53729	535	67910	63328	4485	97	70173	24146	45583	444	70173	3539	3176	33108	29080	1270	4201	336	7.7	70173	195	69631	347	84805	79946	4210	649	87244	29307	57232	705	87244	3476	5109	35658	42717	284	7507	835	8.6	87244	177	86822	245
1006	Pabellón de Arteaga	26148	23613	2516	19	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	27056	12	26973	71	28581	26574	1957	50	29572	10228	19114	230	29572	1932	1504	14168	11659	309	1579	94	7.4	29572	31	29347	194	32746	30474	2246	26	33764	12024	21588	152	33764	1592	1571	14282	15879	440	2324	91	8	33764	71	33543	150	36125	33861	1965	299	37066	12818	24090	158	37066	1488	2218	13908	19239	213	3035	243	8.6	37066	75	36888	103
1007	Rincón de Romos	31909	29075	2804	30	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	33016	28	32936	52	34655	31958	2634	63	35868	12918	22708	242	35868	2252	1918	17440	13849	409	1643	93	7.2	35868	42	35607	219	38172	35311	2799	62	39318	14276	24900	142	39318	1900	1873	16998	17954	593	2541	122	7.9	39318	99	39117	102	42286	39348	2335	603	43482	15332	27933	217	43482	1676	2195	16702	22587	322	3120	308	8.5	43482	96	43284	102
1008	San José de Gracia	5854	5422	430	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	6071	0	6049	22	5953	5567	377	9	6166	2164	3947	55	6166	274	339	3537	1958	58	174	11	6.7	6166	2	6124	40	6478	6030	442	6	6668	2419	4221	28	6668	246	350	3348	2607	117	242	10	7.3	6668	15	6632	21	7274	6839	362	73	7454	2539	4888	27	7454	182	450	3213	3572	37	351	24	8	7454	35	7402	17
1009	Tepezalá	13375	11984	1386	5	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	13820	1	13787	32	13698	12627	1045	26	14187	4823	9259	105	14187	768	817	8300	4173	129	246	10	6.1	14187	2	14126	59	14720	13626	1084	10	15176	5340	9789	47	15176	684	771	8002	5556	163	390	15	6.7	15176	26	15115	35	16944	15581	1184	179	17429	5854	11367	208	17429	683	1011	8159	7441	135	438	34	7.2	17429	48	17318	63
1010	El Llano	11757	10565	1185	7	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	12177	1	12167	9	12678	11469	1176	33	13150	4433	8591	126	13150	991	662	7735	3592	170	275	6	6	13150	1	13067	82	14531	13292	1207	32	14989	5284	9579	126	14989	866	748	7758	5255	362	308	11	6.4	14989	44	14846	99	16284	15106	1060	118	16731	5453	11211	67	16731	838	910	7578	7344	61	612	32	7.3	16731	24	16659	48
1011	San Francisco de los Romo	14622	13017	1598	7	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	15132	15	15084	33	16389	15042	1318	29	16984	5582	11297	105	16984	1279	904	9532	5073	196	310	18	6.2	16984	20	16862	102	23642	21917	1706	19	24433	8270	16042	121	24433	1499	1159	11151	10195	429	829	42	7.3	24433	85	24259	89	30174	28153	1819	202	31119	10350	20659	110	31119	1505	2104	12722	14674	114	1235	83	7.9	31119	72	30992	55
2001	Ensenada	267693	244148	22811	734	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	275387	13954	259446	1987	290475	269428	20428	619	298617	94416	201857	2344	298617	23827	13259	120050	140129	1352	22202	2039	7.9	298617	16632	280079	1906	348877	324277	23674	926	357475	113522	240456	3497	357475	18943	14104	128876	187125	8427	33418	2297	8.6	357475	17308	337619	2548	411815	381468	25141	5206	420633	130027	284337	6269	420633	21483	18079	143728	233787	3556	45603	4773	8.9	420633	23266	395368	1999
2002	Mexicali	598039	563843	32997	1199	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	614463	1646	609552	3265	622782	592243	28791	1748	639071	202870	430935	5266	639071	37663	27914	229569	339673	4252	60713	3825	8.5	639071	5517	628524	5030	709271	674080	32238	2953	726114	227783	490044	8287	726114	24782	28759	232040	422959	17574	82059	4526	9.2	726114	3696	715552	6866	817661	777335	28273	12053	834904	257002	562076	15826	834904	25361	36328	248606	517191	7418	105905	9026	9.6	834904	3961	823828	7115
2003	Tecate	52849	49412	3373	64	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	54503	410	53961	132	59320	55700	3353	267	61141	18975	41444	722	61141	4387	3257	25371	27781	345	3227	181	7.7	61141	715	59859	567	75898	70707	3894	1297	77719	24064	51768	1887	77719	3069	2879	28855	39843	3073	5130	268	8.3	77719	1067	75087	1565	89046	84193	3409	1444	90944	27639	58547	4758	90944	3254	4043	31407	50975	1265	7422	556	8.9	90944	805	89753	386
2004	Tijuana	834720	790477	40939	3304	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	859375	6383	844030	8962	937943	892574	42320	3049	965133	284483	670796	9854	965133	61240	36434	380607	481723	5129	66570	4979	8.1	965133	13902	940864	10367	1117714	1062810	47818	7086	1146065	350143	782145	13777	1146065	40200	41105	411609	625883	27268	99750	5058	8.8	1146065	10821	1121507	13737	1368996	1299434	48505	21057	1399102	423161	953217	22724	1399102	45914	58393	466779	815146	12870	136867	11151	9.2	1399102	11985	1377645	9472
2005	Playas de Rosarito	39377	37145	2017	215	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	40540	519	39171	850	45500	42804	2557	139	46907	14009	32395	503	46907	3868	1821	20534	20441	243	2152	160	7.3	46907	919	45336	652	58806	55344	3145	317	60410	18960	40620	830	60410	2755	2284	24187	29741	1443	3469	152	8.1	60410	712	58851	847	77124	72372	3238	1514	78828	24213	53489	1126	78828	2898	3309	28473	43070	1078	5286	407	8.5	78828	988	76704	1136
3001	Comondú	56934	51592	5258	84	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	58509	423	57829	257	55033	50822	4118	93	56411	17838	38236	337	56411	5059	2645	25163	23145	399	2229	109	7.2	56411	465	55687	259	55429	51403	3978	48	56720	18090	38429	201	56720	3480	2295	22684	27054	1207	3209	149	7.9	56720	385	55737	598	62971	58257	3914	800	64382	19041	44979	362	64382	4148	3105	23695	33037	397	4579	246	8.2	64382	814	63370	198
3002	Mulegé	39044	35783	3212	49	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	40185	1022	38851	312	39193	36283	2769	141	40259	11813	28099	347	40259	3119	1934	18204	16816	186	1447	45	7.3	40259	1232	38622	405	44880	41334	3406	140	45928	12939	32633	356	45928	3435	1718	19886	20086	803	2049	77	7.4	45928	2411	43055	462	51847	47663	3739	445	52929	14751	37344	834	52929	3197	2693	21199	25475	365	3153	172	7.9	52929	2993	49519	417
3003	La Paz	158759	149701	8858	200	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	162790	1402	160709	679	172111	164029	7856	226	176157	58043	117304	810	176157	7503	8308	60855	98700	791	19291	1096	9	176157	1865	173573	719	185987	178478	6945	564	189826	61579	126349	1898	189826	5599	6454	56827	117281	3665	27048	1954	9.7	189826	2133	185983	1710	223351	214194	7913	1244	227538	68123	158682	733	227538	5857	9518	63543	147895	725	37324	3496	10.2	227538	2488	224624	426
3008	Los Cabos	59520	55660	3675	185	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	61299	608	60015	676	88383	83473	4676	234	90914	24435	65521	958	90914	5039	4634	37226	43369	646	5785	274	8.1	90914	1721	88271	922	132061	124184	5979	1898	135769	39077	93737	2955	135769	4212	5405	48925	72111	5116	11972	381	8.9	135769	2126	130155	3488	202284	190663	8960	2661	207201	60219	144740	2242	207201	6655	10106	68269	120615	1556	22232	1347	9.3	207201	4069	201537	1595
3009	Loreto	8641	8028	611	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	8860	13	8836	11	10235	9612	606	17	10474	3307	7106	61	10474	578	546	4813	4490	47	542	26	7.8	10474	70	10370	34	10392	9846	530	16	10624	3431	7084	109	10624	419	423	4118	5421	243	786	19	8.5	10624	40	10375	209	14593	13742	698	153	14881	4059	10727	95	14881	570	676	5312	8200	123	1428	58	8.9	14881	297	14549	35
4001	Calkiní	37635	30414	7152	69	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	38672	24977	13624	71	41032	33878	7057	97	42050	15147	26616	287	42050	5283	2249	19312	14922	284	3373	112	6.6	42050	26558	15340	152	44134	36722	7371	41	45116	14997	29987	132	45116	4542	1923	18531	19223	897	4300	170	7.4	45116	26127	18918	71	46965	40070	6056	839	47886	14904	32637	345	47886	4102	2108	17871	23327	478	5780	287	8.1	47886	26113	21641	132
4002	Campeche	177832	160795	16834	203	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	182086	14530	166793	763	189314	174275	14856	183	193848	64802	128387	659	193848	12492	9665	77100	93312	1279	21217	1092	8.3	193848	15001	178416	431	210807	194469	15360	978	215213	71350	142129	1734	215213	11131	8584	73676	118500	3322	28963	2098	9	215213	12534	201142	1537	232396	217259	13459	1678	236702	72786	162129	1787	236702	10580	10230	72933	142348	611	39204	4091	9.7	236702	12837	223438	427
4003	Carmen	150906	130516	19974	416	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	155542	4151	149864	1527	145935	131673	14019	243	150018	47563	101630	825	150018	11968	7678	65818	63033	1521	10598	667	7.6	150018	3364	145828	826	172551	157415	14034	1102	176725	54297	120614	1814	176725	10763	7787	67283	87895	2997	18163	1209	8.5	176725	2987	172066	1672	192476	176944	12699	2833	196599	56825	137400	2374	196599	10008	9591	66678	108256	2066	24532	2499	9.1	196599	2945	191754	1900
4004	Champotón	66675	52988	13639	48	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	68876	10039	58726	111	60063	49832	10158	73	61815	20525	41069	221	61815	8653	3549	32142	17115	356	1956	52	5.7	61815	8401	53250	164	66221	56402	9778	41	67868	22503	45193	172	67868	7594	3459	31756	24464	595	2760	105	6.4	67868	7556	60169	143	72887	63351	9208	328	74538	22552	51692	294	74538	6901	4231	31351	31864	191	3861	235	7.1	74538	8180	66217	141
4005	Hecelchakán	20124	16634	3475	15	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	20676	11233	9422	21	21599	18290	3287	22	22109	7960	14050	99	22109	2263	1132	10972	7604	138	1507	28	6.6	22109	11421	10622	66	23739	20242	3482	15	24256	8101	16118	37	24256	2408	973	10000	10645	230	2026	98	7.5	24256	11170	13061	25	24901	21756	3014	131	25428	7970	17346	112	25428	1959	1262	9774	12338	95	2866	112	8.1	25428	11068	14304	56
4006	Hopelchén	33975	25729	8230	16	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	35230	19291	15898	41	26240	21335	4846	59	27068	9239	17648	181	27068	3374	1367	15719	6491	117	820	25	5.5	27068	15020	11938	110	29850	24823	5000	27	30696	10070	20538	88	30696	3053	1362	15457	9858	966	967	33	6.4	30696	15416	15090	190	32618	28101	4268	249	33452	10101	23221	130	33452	2721	1612	16474	12524	121	1336	49	7	33452	15673	17701	78
4007	Palizada	6733	5512	1212	9	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	6919	34	6861	24	7226	6200	1020	6	7410	2192	5082	136	7410	907	386	3939	2044	134	218	25	5.7	7410	87	7298	25	7281	6373	904	4	7447	2279	5164	4	7447	804	292	3569	2738	44	307	15	6.5	7447	41	7393	13	7313	6371	907	35	7483	2106	5302	75	7483	602	377	3196	3294	14	302	25	7.1	7483	56	7410	17
4008	Tenabo	6691	5345	1335	11	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	6849	2215	4602	32	7332	6163	1166	3	7523	2424	5078	21	7523	960	341	3813	2376	33	299	7	6.1	7523	2086	5389	48	7983	6789	1177	17	8158	2462	5653	43	8158	834	283	3593	3356	92	474	9	7	8158	1686	6446	26	8560	7357	1156	47	8727	2430	6264	33	8727	756	376	3511	4052	32	650	20	7.6	8727	1752	6950	25
4009	Escárcega	44043	35644	8257	142	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	45611	2710	42509	392	42049	34484	7494	71	43530	15514	27773	243	43530	6531	2339	23197	11135	328	1129	32	5.5	43530	3515	39838	177	42881	36278	6534	69	44129	16101	27805	223	44129	5323	2266	20926	15139	475	1589	57	6.3	44129	2910	41019	200	47155	41029	5865	261	48297	16008	32071	218	48297	4855	2592	20519	20212	119	2231	163	7	48297	3034	45179	84
4010	Calakmul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18462	13752	4666	44	19208	7249	11848	111	19208	3294	1650	11386	2791	87	79	8	4	19208	5968	13192	48	19855	15632	4189	34	20571	8365	12074	132	20571	2727	1431	10581	5556	276	160	7	5.2	20571	6566	13958	47	22857	18514	4163	180	23546	8688	14766	92	23546	2774	1601	10741	8361	69	272	25	6	23546	7148	16333	65
4011	Candelaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30944	24404	6502	38	32120	11449	20531	140	32120	5442	1911	18622	6034	111	416	29	4.6	32120	2344	29701	75	31593	25718	5839	36	32606	12589	19902	115	32606	4590	2029	16377	9292	318	492	21	5.4	32606	2091	30427	88	35551	29237	6050	264	36469	11981	24343	145	36469	4501	2058	16498	13243	169	665	78	6.1	36469	2288	34088	93
5001	Abasolo	1159	1102	57	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1191	0	1190	1	976	932	44	0	992	215	775	2	992	40	26	482	443	1	29	1	7.1	992	1	991	0	902	855	47	0	918	219	698	1	918	31	37	433	410	7	20	2	7	918	6	912	0	987	929	45	13	995	233	760	2	995	22	35	432	498	8	42	2	7.7	995	3	992	0
5002	Acuña	67927	63925	3761	241	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	70018	50	69433	535	91081	85804	5083	194	93911	25357	67899	655	93911	4562	4491	42678	40518	1662	4025	224	7.6	93911	381	92832	698	105826	100137	5527	162	108966	33422	74940	604	108966	4161	5132	46263	52134	1276	5704	216	8	108966	510	107869	587	117643	111560	4983	1100	120582	38328	81363	891	120582	3842	6627	46976	62516	621	7113	411	8.5	120582	483	119617	482
5003	Allende	17090	15995	1054	41	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	17554	15	17414	125	17800	16943	824	33	18318	5197	12984	137	18318	790	842	8759	7634	293	929	64	7.5	18318	22	18206	90	17414	16561	849	4	17799	5326	12445	28	17799	538	653	7447	8839	322	977	51	8.1	17799	34	17748	17	19731	18854	696	181	20130	5908	14145	77	20130	535	956	7483	11048	108	1296	98	8.6	20130	42	20058	30
5004	Arteaga	16037	14040	1970	27	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	16501	7	16421	73	16182	14498	1639	45	16662	4447	12042	173	16662	1185	673	9685	4784	335	409	30	6	16662	7	16493	162	17143	15717	1405	21	17556	4718	12447	391	17556	1193	741	9286	6012	324	458	18	6.5	17556	33	17363	160	19794	18301	1293	200	20230	5740	14341	149	20230	977	1001	9804	8399	49	806	83	7.3	20230	22	20139	69
5005	Candela	1537	1348	187	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1560	0	1556	4	1429	1249	175	5	1462	327	1118	17	1462	185	39	811	400	27	28	2	5.5	1462	0	1457	5	1481	1310	169	2	1521	380	1140	1	1521	148	64	739	547	23	28	2	6.2	1521	2	1517	2	1595	1447	133	15	1630	438	1187	5	1630	144	78	742	661	5	36	5	6.8	1630	2	1627	1
5006	Castaños	18790	17660	1092	38	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	19362	6	19275	81	19331	18364	943	24	19852	6293	13487	72	19852	902	936	9264	8508	242	801	41	7.5	19852	6	19793	53	20932	20037	838	57	21445	6605	14664	176	21445	732	981	8375	10954	403	1209	33	8.2	21445	32	21228	185	22873	21807	823	243	23328	7002	16120	206	23328	620	1161	8152	13306	89	1611	75	8.8	23328	31	23232	65
5007	Cuatro Ciénegas	10999	9913	1085	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	11318	3	11309	6	10309	9430	870	9	10583	3189	7376	18	10583	778	558	5448	3739	60	406	32	6.8	10583	2	10569	12	10612	9883	728	1	10930	3358	7571	1	10930	670	520	4874	4833	33	563	23	7.5	10930	14	10910	6	11503	10715	728	60	11739	3617	8078	44	11739	573	538	4812	5782	34	729	33	8	11739	18	11696	25
5008	Escobedo	2475	2290	167	18	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2549	1	2517	31	2402	2232	170	0	2463	702	1757	4	2463	177	96	1444	732	14	22	1	5.9	2463	1	2456	6	2452	2256	193	3	2509	673	1829	7	2509	164	103	1216	998	28	25	0	6.6	2509	4	2494	11	2560	2407	128	25	2610	660	1937	13	2610	93	121	1173	1206	17	35	5	7.3	2610	1	2595	14
5009	Francisco I. Madero	40897	37427	3426	44	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	42035	16	41909	110	39259	36320	2896	43	40384	11539	28609	236	40384	2947	1539	19812	15739	347	1971	80	7	40384	19	40149	216	44753	41489	3239	25	45955	14260	31537	158	45955	2365	2033	20056	21095	406	2934	48	7.7	45955	71	45809	75	49003	45415	2772	816	50070	15431	34071	568	50070	1935	2368	20024	25075	668	3347	134	8.2	50070	70	49854	146
5010	Frontera	54938	51875	2995	68	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	56452	29	56225	198	57152	54493	2600	59	58726	18073	40340	313	58726	3014	2887	24728	27464	633	2987	96	7.9	58726	35	58517	174	61087	58636	2394	57	62623	19101	43235	287	62623	1920	2683	22857	34520	643	4325	73	8.6	62623	84	62383	156	66146	63355	2185	606	67611	19964	47159	488	67611	1923	3115	22386	39814	373	5508	165	9.1	67611	117	67239	255
5011	General Cepeda	10262	8647	1609	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	10526	1	10494	31	9798	8625	1167	6	10055	2775	7236	44	10055	927	484	5898	2686	60	129	7	5.6	10055	7	10037	11	9944	8814	1129	1	10177	2723	7438	16	10177	837	392	5346	3490	112	168	10	6.1	10177	6	10161	10	10354	9406	905	43	10573	2814	7738	21	10573	668	540	4949	4385	31	240	6	6.8	10573	8	10527	38
5012	Guerrero	1890	1683	204	3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1935	0	1915	20	1701	1536	164	1	1754	376	1373	5	1754	145	54	1071	475	9	33	2	5.7	1754	8	1744	2	1649	1501	148	0	1686	349	1335	2	1686	105	60	910	604	7	33	3	6.3	1686	6	1680	0	1753	1588	155	10	1794	488	1300	6	1794	95	84	853	741	21	37	8	6.8	1794	9	1782	3
5013	Hidalgo	1097	957	129	11	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1134	1	1108	25	1198	1049	148	1	1224	303	919	2	1224	119	53	672	377	3	12	1	5.5	1224	0	1221	3	1258	1150	107	1	1297	296	999	2	1297	100	44	618	529	6	29	0	6.4	1297	2	1294	1	1395	1276	116	3	1435	450	985	0	1435	79	83	600	670	3	46	3	7.4	1435	1	1434	0
5014	Jiménez	7888	7325	505	58	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	8140	8	7986	146	8229	7589	634	6	8445	2063	6350	32	8445	656	274	5790	1681	44	75	2	5.4	8445	4	8422	19	8470	7896	573	1	8675	2389	6254	32	8675	394	347	5455	2425	54	89	1	6	8675	11	8621	43	8756	8240	477	39	8940	2505	6393	42	8940	343	423	5095	3020	59	127	9	6.4	8940	14	8875	51
5015	Juárez	1353	1264	88	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1395	0	1393	2	1348	1261	84	3	1387	370	1006	11	1387	79	81	793	395	39	17	5	6	1387	2	1378	7	1267	1205	62	0	1290	373	917	0	1290	32	45	718	485	10	31	2	6.7	1290	1	1286	3	1421	1375	43	3	1447	372	1065	10	1447	34	43	716	649	5	29	1	7.2	1447	2	1439	6
5016	Lamadrid	1609	1494	114	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1648	0	1647	1	1523	1423	99	1	1561	412	1131	18	1561	77	71	751	620	42	43	4	7.1	1561	0	1556	5	1529	1429	100	0	1560	410	1148	2	1560	75	58	703	705	19	79	1	7.5	1560	0	1558	2	1667	1571	73	23	1693	473	1211	9	1693	71	51	688	869	14	77	3	7.9	1693	0	1679	14
5017	Matamoros	75452	67807	7535	110	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	77542	19	77245	278	77908	71841	5949	118	80174	22587	57101	486	80174	5473	3471	38040	32245	945	3600	175	7.1	80174	83	79618	473	85452	79016	6364	72	87789	26540	60712	537	87789	4373	3754	37666	40698	1298	4657	144	7.7	87789	108	87283	398	93890	87315	5618	957	96140	28751	66654	735	96140	3755	5082	38180	48529	594	5749	267	8.1	96140	94	95676	370
5018	Monclova	163911	156662	7081	168	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	168252	166	167504	582	167877	161781	5893	203	172185	56506	114438	1241	172185	6128	8801	62287	93017	1952	18977	1005	9	172185	203	171397	585	174951	169323	5513	115	178972	56191	122044	737	178972	4578	7575	55728	109086	2005	25742	994	9.7	178972	514	178025	433	191329	183725	4633	2971	195191	57963	134306	2922	195191	4195	8593	55901	125337	1165	30003	1757	10.1	195191	555	193092	1544
5019	Morelos	5674	5341	323	10	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5829	0	5810	19	6135	5808	318	9	6322	1801	4474	47	6322	232	423	2939	2653	75	288	12	7.4	6322	3	6304	15	6249	5964	283	2	6417	1853	4553	11	6417	165	322	2819	3076	35	300	29	8	6417	4	6409	4	7205	6822	257	126	7356	2244	5076	36	7356	182	438	2854	3852	30	366	33	8.4	7356	11	7337	8
5020	Múzquiz	54224	50524	3565	135	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	55729	347	54993	389	53756	50472	3149	135	55263	16179	38706	378	55263	3317	3241	25039	22724	942	2546	122	7.3	55263	217	54763	283	54486	51230	3213	43	55888	16096	39496	296	55888	2567	2607	23750	26227	737	3125	74	7.8	55888	242	55429	217	59076	55638	2405	1033	60333	16870	41522	1941	60333	2244	2563	22982	32055	489	3884	186	8.2	60333	500	58892	941
5021	Nadadores	5402	4958	443	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	5531	1	5523	7	5201	4890	308	3	5323	1515	3788	20	5323	264	244	2358	2396	61	185	13	7.4	5323	0	5318	5	5167	4854	308	5	5276	1499	3758	19	5276	223	218	2114	2672	49	267	11	7.9	5276	2	5264	10	5661	5346	263	52	5768	1660	4082	26	5768	220	288	1989	3244	27	389	19	8.4	5768	3	5746	19
